Floor,Room Number,Room Status,Room Type,FO Status,Reservation Status,ID,Added Time,Added User,Modified Time,Modified User
3,317,Dirty,KDLX,Occupied,Stay Over,"78063000001220251",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:21,msd_velankanigroup
3,316,Dirty,KDLX,Occupied,Stay Over,"78063000001220247",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
3,315,Dirty,TDLX,Occupied,Stay Over,"78063000001220243",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:21,msd_velankanigroup
3,314,Dirty,TDLX,Occupied,Stay Over,"78063000001220239",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:21,msd_velankanigroup
3,312,Dirty,TDLX,Occupied,Stay Over,"78063000001220235",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:21,msd_velankanigroup
3,311,Dirty,TDLX,Occupied,Stay Over,"78063000001220231",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:21,msd_velankanigroup
3,310,Inspected,TDLX,Vacant,Arrivals,"78063000001220227",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:21,msd_velankanigroup
3,309,Dirty,KDLX,Occupied,Stay Over,"78063000001220223",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:21,msd_velankanigroup
3,308,Dirty,KDLX,Occupied,Stay Over,"78063000001220219",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:21,msd_velankanigroup
3,307,Dirty,KDLX,Occupied,Stay Over,"78063000001220215",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:21,msd_velankanigroup
3,306,Dirty,KDLX,Occupied,Stay Over,"78063000001220211",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:21,msd_velankanigroup
3,305,Inspected,EXE,Vacant,Not Reserved,"78063000001220207",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
3,304,Dirty,KDLX,Occupied,Stay Over,"78063000001220203",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:21,msd_velankanigroup
3,303,Inspected,KDLX,Vacant,Arrivals,"78063000001220199",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:21,msd_velankanigroup
3,302,Inspected,TDLX,Vacant,Arrivals,"78063000001220195",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:21,msd_velankanigroup
3,301,Inspected,TDLX,Vacant,Arrivals,"78063000001220191",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:21,msd_velankanigroup
2,227,Clean,TSUP,Vacant,Not Reserved,"78063000001220187",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,226,Clean,TSUP,Vacant,Not Reserved,"78063000001220183",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,225,Clean,TSUP,Vacant,Not Reserved,"78063000001220179",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,224,Clean,TSUP,Vacant,Not Reserved,"78063000001220175",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,223,Clean,KSUP,Vacant,Not Reserved,"78063000001220171",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,222,Clean,KSUP,Vacant,Not Reserved,"78063000001220167",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,221,Clean,KSUP,Vacant,Not Reserved,"78063000001220163",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,220,Out Of Order,KSUP,Vacant,Not Reserved,"78063000001220159",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,219,Inspected,KSUP,Vacant,Not Reserved,"78063000001220155",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,218,Inspected,KSUP,Vacant,Not Reserved,"78063000001220151",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,217,Inspected,KSUP,Vacant,Not Reserved,"78063000001220147",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,216,Inspected,KSUP,Vacant,Not Reserved,"78063000001220143",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,215,Inspected,TSUP,Vacant,Not Reserved,"78063000001220139",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,214,Inspected,TSUP,Vacant,Not Reserved,"78063000001220135",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,212,Inspected,TSUP,Vacant,Not Reserved,"78063000001220131",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,211,Inspected,TSUP,Vacant,Not Reserved,"78063000001220127",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,210,Inspected,TSUP,Vacant,Not Reserved,"78063000001220123",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,209,Inspected,TSUP,Vacant,Not Reserved,"78063000001220119",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,208,Inspected,KSUP,Vacant,Not Reserved,"78063000001220115",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,207,Inspected,KSUP,Vacant,Not Reserved,"78063000001220111",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,206,Inspected,KSUP,Vacant,Not Reserved,"78063000001220107",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,205,Inspected,EXE,Vacant,Not Reserved,"78063000001220103",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,204,Clean,KSUP,Vacant,Not Reserved,"78063000001220099",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,203,Inspected,KSUP,Vacant,Not Reserved,"78063000001220095",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,202,Inspected,TSUP,Vacant,Not Reserved,"78063000001220091",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
2,201,Inspected,TSUP,Vacant,Not Reserved,"78063000001220087",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
1,121,Out Of Order,TSUP,Vacant,Not Reserved,"78063000001220083",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:22,msd_velankanigroup
1,120,Out Of Order,TSUP,Vacant,Not Reserved,"78063000001220079",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:22,msd_velankanigroup
1,119,Out Of Order,TSUP,Vacant,Not Reserved,"78063000001220075",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:22,msd_velankanigroup
1,118,Out Of Order,TSUP,Vacant,Not Reserved,"78063000001220071",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:22,msd_velankanigroup
1,117,Out Of Order,KSUP,Vacant,Not Reserved,"78063000001220067",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:22,msd_velankanigroup
1,116,Out Of Order,TSUP,Vacant,Not Reserved,"78063000001220063",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:22,msd_velankanigroup
1,115,Out Of Order,KSUP,Vacant,Not Reserved,"78063000001220059",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:22,msd_velankanigroup
1,114,Out Of Order,KSUP,Vacant,Not Reserved,"78063000001220055",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:22,msd_velankanigroup
1,112,Out Of Order,KSUP,Vacant,Not Reserved,"78063000001220051",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:22,msd_velankanigroup
1,111,Out Of Order,KSUP,Vacant,Not Reserved,"78063000001220047",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:22,msd_velankanigroup
1,110,Out Of Order,KSUP,Vacant,Not Reserved,"78063000001220043",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:22,msd_velankanigroup
1,109,Out Of Order,TSUP,Vacant,Not Reserved,"78063000001220039",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:22,msd_velankanigroup
1,108,Out Of Order,TSUP,Vacant,Not Reserved,"78063000001220035",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:22,msd_velankanigroup
1,107,Out Of Order,KSUP,Vacant,Not Reserved,"78063000001220031",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:22,msd_velankanigroup
1,106,Out Of Order,KSUP,Vacant,Not Reserved,"78063000001220027",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:22,msd_velankanigroup
1,105,Out Of Order,EXE,Vacant,Not Reserved,"78063000001220023",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:20,msd_velankanigroup
1,104,Out Of Order,KSUP,Vacant,Not Reserved,"78063000001220019",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:22,msd_velankanigroup
1,103,Out Of Order,KSUP,Vacant,Not Reserved,"78063000001220015",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:22,msd_velankanigroup
1,102,Out Of Order,TSUP,Vacant,Not Reserved,"78063000001220011",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:22,msd_velankanigroup
1,101,Out Of Order,TSUP,Vacant,Not Reserved,"78063000001220007",04-May-2021 18:57:55,msd_velankanigroup,09-Jan-2023 11:24:22,msd_velankanigroup
